NO,LATITUDE,LONGITUDE,SUB.LOCATION,SEASON,YEAR,FARMCODE,TRIALTYPE,PLOTCODE,SUBPLOTCODE,TREATMENT,NEWTREATMENT,HARVESTAREA$M2.plot-1,PLANTCOUNT$#.plot,COBS.#.plot-1,COBFW$Kg.plot-1,yield$t.AIRDRY.ha-1,COMMENTS
1,0.0974,34.4228,Lundha,LR2013,2013,F1,NOT,P1,,Control,,6.75,30,12,0.761,0.74,
2,0.0974,34.4228,Lundha,LR2013,2013,F1,NOT,P2,,PK,,6.75,35,30,3.923,3.64,
3,0.0974,34.4228,Lundha,LR2013,2013,F1,NOT,P3,,NK,,6.75,36,29,5.399,5.27,
4,0.0974,34.4228,Lundha,LR2013,2013,F1,NOT,P4,,NP,,6.75,35,30,4.988,4.91,
5,0.0974,34.4228,Lundha,LR2013,2013,F1,NOT,P5,,NPK,,6.75,35,37,6.309,6.39,
6,0.09003,34.38903,Sirembe,LR2013,2013,F2,NOT,P1,,Control,,6.75,20,14,1.69,1.55,
7,0.09003,34.38903,Sirembe,LR2013,2013,F2,NOT,P2,,PK,,6.75,19,16,1.552,1.45,
8,0.09003,34.38903,Sirembe,LR2013,2013,F2,NOT,P3,,NK,,6.75,31,32,5.474,5.15,
9,0.09003,34.38903,Sirembe,LR2013,2013,F2,NOT,P4,,NP,,6.75,24,19,3.349,3.36,
10,0.09003,34.38903,Sirembe,LR2013,2013,F2,NOT,P5,,NPK,,6.75,31,29,4.723,4.78,
11,0.09766,34.40264,Sirembe,LR2013,2013,F3,NOT,P1,,Control,,6.75,31,25,1.355,1.29,
12,0.09766,34.40264,Sirembe,LR2013,2013,F3,NOT,P2,,PK,,6.75,35,23,2.44,2.24,
13,0.09766,34.40264,Sirembe,LR2013,2013,F3,NOT,P3,,NK,,6.75,33,29,4.319,4.37,
14,0.09766,34.40264,Sirembe,LR2013,2013,F3,NOT,P4,,NP,,6.75,27,22,3.525,3.35,
15,0.09766,34.40264,Sirembe,LR2013,2013,F3,NOT,P5,,NPK,,6.75,32,32,5.606,5.58,
16,0.09717,34.41979,Lundha,LR2013,2013,F4,NOT,P1,,Control,,6.75,35,28,3.091,2.9,
17,0.09717,34.41979,Lundha,LR2013,2013,F4,NOT,P2,,PK,,6.75,34,31,4.038,3.92,
18,0.09717,34.41979,Lundha,LR2013,2013,F4,NOT,P3,,NK,,6.75,29,25,4.954,4.6,
19,0.09717,34.41979,Lundha,LR2013,2013,F4,NOT,P4,,NP,,6.75,35,34,6.346,6.09,
20,0.09717,34.41979,Lundha,LR2013,2013,F4,NOT,P5,,NPK,,6.75,35,45,7.979,7.58,
21,0.16301,34.39183,Yiro East,LR2013,2013,F5,NOT,P1,,Control,,6.75,31,27,4.307,3.94,
22,0.16301,34.39183,Yiro East,LR2013,2013,F5,NOT,P2,,PK,,6.75,29,28,3.615,3.22,
23,0.16301,34.39183,Yiro East,LR2013,2013,F5,NOT,P3,,NK,,6.75,39,34,6.983,6.4,
24,0.16301,34.39183,Yiro East,LR2013,2013,F5,NOT,P4,,NP,,6.75,36,33,7.57,7.25,
25,0.16301,34.39183,Yiro East,LR2013,2013,F5,NOT,P5,,NPK,,6.75,35,23,4.944,4.56,
26,0.09649,34.41325,Asayi,LR2013,2013,F6,NOT,P1,,Control,,6.75,24,23,1.46,1.35,
27,0.09649,34.41325,Asayi,LR2013,2013,F6,NOT,P2,,PK,,6.75,33,30,2.088,1.87,
28,0.09649,34.41325,Asayi,LR2013,2013,F6,NOT,P3,,NK,,6.75,31,28,4.83,4.22,
29,0.09649,34.41325,Asayi,LR2013,2013,F6,NOT,P4,,NP,,6.75,28,27,3.451,3.46,
30,0.09649,34.41325,Asayi,LR2013,2013,F6,NOT,P5,,NPK,,6.75,29,28,4.35,4.18,
31,0.15438,34.39875,Yiro East,LR2013,2013,F7,NOT,P1,,Control,,6.75,31,29,4.551,4.11,
32,0.15438,34.39875,Yiro East,LR2013,2013,F7,NOT,P2,,PK,,6.75,27,25,4.026,3.54,
33,0.15438,34.39875,Yiro East,LR2013,2013,F7,NOT,P3,,NK,,6.75,32,32,9.292,8.85,
34,0.15438,34.39875,Yiro East,LR2013,2013,F7,NOT,P4,,NP,,6.75,35,23,5.482,5.26,
35,0.15438,34.39875,Yiro East,LR2013,2013,F7,NOT,P5,,NPK,,6.75,35,36,8.483,8.27,
36,0.13042,34.43162,Malanga,LR2013,2013,F8,NOT,P1,,Control,,6.75,35,30,3.489,3.19,
37,0.13042,34.43162,Malanga,LR2013,2013,F8,NOT,P2,,PK,,6.75,36,31,3.938,3.69,
38,0.13042,34.43162,Malanga,LR2013,2013,F8,NOT,P3,,NK,,6.75,34,33,6.241,5.85,
39,0.13042,34.43162,Malanga,LR2013,2013,F8,NOT,P4,,NP,,6.75,36,38,6.753,6.69,
40,0.13042,34.43162,Malanga,LR2013,2013,F8,NOT,P5,,NPK,,6.75,35,34,6.957,6.79,
41,0.08994,34.42113,Lundha,LR2013,2013,F9,NOT,P1,,Control,,6.75,37,30,3.201,3.13,
42,0.08994,34.42113,Lundha,LR2013,2013,F9,NOT,P2,,PK,,6.75,36,29,3.123,2.84,
43,0.08994,34.42113,Lundha,LR2013,2013,F9,NOT,P3,,NK,,6.75,33,31,5.285,4.79,
44,0.08994,34.42113,Lundha,LR2013,2013,F9,NOT,P4,,NP,,6.75,33,31,6.522,6.31,
45,0.08994,34.42113,Lundha,LR2013,2013,F9,NOT,P5,,NPK,,6.75,31,29,4.994,4.9,
46,0.13382,34.39513,Nyabeda,LR2013,2013,F10,NOT,P1,,Control,,6.75,27,26,3.145,3.13,
47,0.13382,34.39513,Nyabeda,LR2013,2013,F10,NOT,P2,,PK,,6.75,36,30,4.76,4.87,
48,0.13382,34.39513,Nyabeda,LR2013,2013,F10,NOT,P3,,NK,,6.75,35,31,3.448,3.11,
49,0.13382,34.39513,Nyabeda,LR2013,2013,F10,NOT,P4,,NP,,6.75,37,38,5.631,5.8,
50,0.13382,34.39513,Nyabeda,LR2013,2013,F10,NOT,P5,,NPK,,6.75,36,36,4.947,5.09,
51,0.13868,34.3803,Ndere,LR2013,2013,F11,NOT,P1,,Control,,6.75,21,18,2.538,2.57,
52,0.13868,34.3803,Ndere,LR2013,2013,F11,NOT,P2,,PK,,6.75,29,22,2.346,2.22,
53,0.13868,34.3803,Ndere,LR2013,2013,F11,NOT,P3,,NK,,6.75,33,34,2.428,2.16,
54,0.13868,34.3803,Ndere,LR2013,2013,F11,NOT,P4,,NP,,6.75,36,30,3.232,3.14,
55,0.13868,34.3803,Ndere,LR2013,2013,F11,NOT,P5,,NPK,,6.75,33,29,2.205,2.17,
56,0.14723,34.38895,Malanga,LR2013,2013,F12,NOT,P1,,Control,,6.75,29,26,5.018,4.68,
57,0.14723,34.38895,Malanga,LR2013,2013,F12,NOT,P2,,PK,,6.75,39,18,2.12,1.85,
58,0.14723,34.38895,Malanga,LR2013,2013,F12,NOT,P3,,NK,,6.75,39,39,8.321,8.44,
59,0.14723,34.38895,Malanga,LR2013,2013,F12,NOT,P4,,NP,,6.75,41,40,6.834,6.79,
60,0.14723,34.38895,Malanga,LR2013,2013,F12,NOT,P5,,NPK,,6.75,33,35,6.471,6.26,
61,0.12386,34.44977,Ndere,LR2013,2013,F13,NOT,P1,,Control,,6.75,34,29,3.598,3.65,
62,0.12386,34.44977,Ndere,LR2013,2013,F13,NOT,P2,,PK,,6.75,34,31,2.871,2.74,
63,0.12386,34.44977,Ndere,LR2013,2013,F13,NOT,P3,,NK,,6.75,33,34,5.351,5.2,
64,0.12386,34.44977,Ndere,LR2013,2013,F13,NOT,P4,,NP,,6.75,34,31,4.399,4.5,
65,0.12386,34.44977,Ndere,LR2013,2013,F13,NOT,P5,,NPK,,6.75,34,34,4.921,4.91,
66,0.16945,34.44617,Bushieni,LR2013,2013,F14,NOT,P1,,Control,,6.75,37,30,4.988,4.62,
67,0.16945,34.44617,Bushieni,LR2013,2013,F14,NOT,P2,,PK,,6.75,36,31,4.96,4.56,
68,0.16945,34.44617,Bushieni,LR2013,2013,F14,NOT,P3,,NK,,6.75,37,36,7.452,6.92,
69,0.16945,34.44617,Bushieni,LR2013,2013,F14,NOT,P4,,NP,,6.75,39,37,7.428,7.18,
70,0.16945,34.44617,Bushieni,LR2013,2013,F14,NOT,P5,,NPK,,6.75,34,34,6.445,6.19,
71,0.16366,34.38787,Yiro East,LR2013,2013,F15,NOT,P1,,Control,,6.75,32,30,4.612,4.65,
72,0.16366,34.38787,Yiro East,LR2013,2013,F15,NOT,P2,,PK,,6.75,31,29,5.015,4.67,
73,0.16366,34.38787,Yiro East,LR2013,2013,F15,NOT,P3,,NK,,6.75,39,40,8.544,8.5,
74,0.16366,34.38787,Yiro East,LR2013,2013,F15,NOT,P4,,NP,,6.75,32,31,6.049,6.35,
75,0.16366,34.38787,Yiro East,LR2013,2013,F15,NOT,P5,,NPK,,6.75,35,34,7.05,7.07,
76,0.09662,34.39436,Sirembe,LR2013,2013,F16,NOT,P1,,Control,,6.75,23,19,2.554,2.33,
77,0.09662,34.39436,Sirembe,LR2013,2013,F16,NOT,P2,,PK,,6.75,27,24,3.504,3.19,
78,0.09662,34.39436,Sirembe,LR2013,2013,F16,NOT,P3,,NK,,6.75,29,24,4.162,3.91,
79,0.09662,34.39436,Sirembe,LR2013,2013,F16,NOT,P4,,NP,,6.75,29,26,3.216,3.3,
80,0.09662,34.39436,Sirembe,LR2013,2013,F16,NOT,P5,,NPK,,6.75,38,35,5.798,5.55,
81,0.09988,34.41176,Asayi,LR2013,2013,F17,NOT,P1,,Control,,6.75,30,25,2.064,1.87,
82,0.09988,34.41176,Asayi,LR2013,2013,F17,NOT,P2,,PK,,6.75,26,22,3.23,2.98,
83,0.09988,34.41176,Asayi,LR2013,2013,F17,NOT,P3,,NK,,6.75,26,19,2.518,2.21,
84,0.09988,34.41176,Asayi,LR2013,2013,F17,NOT,P4,,NP,,6.75,31,27,4.302,3.94,
85,0.09988,34.41176,Asayi,LR2013,2013,F17,NOT,P5,,NPK,,6.75,32,32,4.594,4.5,
86,0.09927,34.37138,Asayi,LR2013,2013,F18,NOT,P1,,Control,,6.75,23,21,2.79,2.54,
87,0.09927,34.37138,Asayi,LR2013,2013,F18,NOT,P2,,PK,,6.75,16,14,1.255,1.19,
88,0.09927,34.37138,Asayi,LR2013,2013,F18,NOT,P3,,NK,,6.75,28,21,2.468,2.32,
89,0.09927,34.37138,Asayi,LR2013,2013,F18,NOT,P4,,NP,,6.75,24,21,2.076,2.07,
90,0.09927,34.37138,Asayi,LR2013,2013,F18,NOT,P5,,NPK,,6.75,25,25,2.729,2.75,
91,0.12377,34.4492,Malanga,LR2013,2013,F19,NOT,P1,,Control,,6.75,22,20,3.4,3.13,
92,0.12377,34.4492,Malanga,LR2013,2013,F19,NOT,P2,,PK,,6.75,27,27,4.56,4.26,
93,0.12377,34.4492,Malanga,LR2013,2013,F19,NOT,P3,,NK,,6.75,35,34,6.2,5.83,
94,0.12377,34.4492,Malanga,LR2013,2013,F19,NOT,P4,,NP,,6.75,36,34,6.872,6.57,
95,0.12377,34.4492,Malanga,LR2013,2013,F19,NOT,P5,,NPK,,6.75,33,32,6.807,6.05,
96,0.12687,34.44784,Malanga,LR2013,2013,F20,NOT,P1,,Control,,6.75,37,31,2.17,1.8,
97,0.12687,34.44784,Malanga,LR2013,2013,F20,NOT,P2,,PK,,6.75,34,33,5.69,5.26,
98,0.12687,34.44784,Malanga,LR2013,2013,F20,NOT,P3,,NK,,6.75,35,37,7.631,6.71,
99,0.12687,34.44784,Malanga,LR2013,2013,F20,NOT,P4,,NP,,6.75,37,37,5.642,5.44,
100,0.12687,34.44784,Malanga,LR2013,2013,F20,NOT,P5,,NPK,,6.75,36,37,7.261,7.21,
101,0.09724,34.40001,Sirembe,LR2013,2013,F21,NOT,P1,,Control,,6.75,35,29,2.138,1.96,
102,0.09724,34.40001,Sirembe,LR2013,2013,F21,NOT,P2,,PK,,6.75,35,32,3.163,2.96,
103,0.09724,34.40001,Sirembe,LR2013,2013,F21,NOT,P3,,NK,,6.75,35,30,3.932,3.52,
104,0.09724,34.40001,Sirembe,LR2013,2013,F21,NOT,P4,,NP,,6.75,35,33,6.995,6.98,
105,0.09724,34.40001,Sirembe,LR2013,2013,F21,NOT,P5,,NPK,,6.75,35,31,7.025,6.87,
106,0.12297,34.3975,Nyabeda,LR2013,2013,F23,NOT,P1,,Control,,6.75,38,34,5.234,4.79,
107,0.12297,34.3975,Nyabeda,LR2013,2013,F23,NOT,P2,,PK,,6.75,32,30,4.712,4.42,
108,0.12297,34.3975,Nyabeda,LR2013,2013,F23,NOT,P3,,NK,,6.75,36,34,6.077,5.57,
109,0.12297,34.3975,Nyabeda,LR2013,2013,F23,NOT,P4,,NP,,6.75,38,37,5.769,5.57,
110,0.12297,34.3975,Nyabeda,LR2013,2013,F23,NOT,P5,,NPK,,6.75,34,31,4.945,4.82,
111,0.12811,34.44899,Malanga,LR2013,2013,F24,NOT,P1,,Control,,6.75,35,19,1.555,1.42,
112,0.12811,34.44899,Malanga,LR2013,2013,F24,NOT,P2,,PK,,6.75,34,29,3.472,3.02,
113,0.12811,34.44899,Malanga,LR2013,2013,F24,NOT,P3,,NK,,6.75,36,30,3.521,3.1,
114,0.12811,34.44899,Malanga,LR2013,2013,F24,NOT,P4,,NP,,6.75,30,19,2.001,1.96,
115,0.12811,34.44899,Malanga,LR2013,2013,F24,NOT,P5,,NPK,,6.75,31,27,4.383,4.04,
116,0.0974,34.4228,Lundha,SR2013,2013,F1,NOT,P1,,Control,,6.75,35,16,0.566,0.52,
117,0.0974,34.4228,Lundha,SR2013,2013,F1,NOT,P2,,PK,,6.75,35,29,2.763,2.7,
118,0.0974,34.4228,Lundha,SR2013,2013,F1,NOT,P3,,NK,,6.75,32,30,5.496,5.53,
119,0.0974,34.4228,Lundha,SR2013,2013,F1,NOT,P4,,NP,,6.75,34,34,5.364,5.48,
120,0.0974,34.4228,Lundha,SR2013,2013,F1,NOT,P5,,NPK,,6.75,39,36,5.781,5.85,
121,0.09003,34.38903,Sirembe,SR2013,2013,F2,NOT,P1,,Control,,6.75,32,21,1.275,1.22,
122,0.09003,34.38903,Sirembe,SR2013,2013,F2,NOT,P2,,PK,,6.75,34,28,2.055,1.85,
123,0.09003,34.38903,Sirembe,SR2013,2013,F2,NOT,P3,,NK,,6.75,36,33,4.893,4.79,
124,0.09003,34.38903,Sirembe,SR2013,2013,F2,NOT,P4,,NP,,6.75,35,35,5.329,5.42,
125,0.09003,34.38903,Sirembe,SR2013,2013,F2,NOT,P5,,NPK,,6.75,33,33,5.808,6.16,
126,0.09766,34.40264,Sirembe,SR2013,2013,F3,NOT,P1,,Control,,6.75,35,29,2.015,2.12,
127,0.09766,34.40264,Sirembe,SR2013,2013,F3,NOT,P2,,PK,,6.75,34,30,2.391,2.29,
128,0.09766,34.40264,Sirembe,SR2013,2013,F3,NOT,P3,,NK,,6.75,34,31,4.265,4.26,
129,0.09766,34.40264,Sirembe,SR2013,2013,F3,NOT,P4,,NP,,6.75,36,38,5.273,5.5,
130,0.09766,34.40264,Sirembe,SR2013,2013,F3,NOT,P5,,NPK,,6.75,30,30,5.892,6.24,
131,0.09717,34.41979,Lundha,SR2013,2013,F4,NOT,P1,,Control,,6.75,28,30,1.995,1.9,
132,0.09717,34.41979,Lundha,SR2013,2013,F4,NOT,P2,,PK,,6.75,32,30,2.345,2.19,
133,0.09717,34.41979,Lundha,SR2013,2013,F4,NOT,P3,,NK,,6.75,33,28,3.096,2.59,
134,0.09717,34.41979,Lundha,SR2013,2013,F4,NOT,P4,,NP,,6.75,36,32,4.038,4.1,
135,0.09717,34.41979,Lundha,SR2013,2013,F4,NOT,P5,,NPK,,6.75,38,35,6.755,6.7,
136,0.16301,34.39183,Yiro East,SR2013,2013,F5,NOT,P1,,Control,,6.75,33,30,1.834,1.62,
137,0.16301,34.39183,Yiro East,SR2013,2013,F5,NOT,P2,,PK,,6.75,38,35,3.925,3.56,
138,0.16301,34.39183,Yiro East,SR2013,2013,F5,NOT,P3,,NK,,6.75,35,34,4.164,3.64,
139,0.16301,34.39183,Yiro East,SR2013,2013,F5,NOT,P4,,NP,,6.75,35,35,7.012,6.77,
140,0.16301,34.39183,Yiro East,SR2013,2013,F5,NOT,P5,,NPK,,6.75,31,33,6.118,5.76,
141,0.09649,34.41325,BEATRICE GAMIA TOLO,SR2013,2013,F6,NOT,P1,,Control,,6.75,32,27,1.397,1.31,
142,0.09649,34.41325,BEATRICE GAMIA TOLO,SR2013,2013,F6,NOT,P2,,PK,,6.75,33,23,1.719,1.57,
143,0.09649,34.41325,BEATRICE GAMIA TOLO,SR2013,2013,F6,NOT,P3,,NK,,6.75,31,28,1.049,0.91,
144,0.09649,34.41325,BEATRICE GAMIA TOLO,SR2013,2013,F6,NOT,P4,,NP,,6.75,30,18,0.455,0.48,
145,0.09649,34.41325,BEATRICE GAMIA TOLO,SR2013,2013,F6,NOT,P5,,NPK,,6.75,27,27,4.575,5.02,
146,0.15438,34.39875,Yiro East,SR2013,2013,F7,NOT,P1,,Control,,6.75,24,20,2.227,2.1,
147,0.15438,34.39875,Yiro East,SR2013,2013,F7,NOT,P2,,PK,,6.75,33,32,5.271,5.05,
148,0.15438,34.39875,Yiro East,SR2013,2013,F7,NOT,P3,,NK,,6.75,37,34,8.146,7.77,
149,0.15438,34.39875,Yiro East,SR2013,2013,F7,NOT,P4,,NP,,6.75,33,31,6.828,7.04,
150,0.15438,34.39875,Yiro East,SR2013,2013,F7,NOT,P5,,NPK,,6.75,37,36,7.209,7.31,
151,0.13042,34.43162,Malanga,SR2013,2013,F8,NOT,P1,,Control,,6.75,29,20,1.796,1.61,
152,0.13042,34.43162,Malanga,SR2013,2013,F8,NOT,P2,,PK,,6.75,30,30,2.425,2.48,
153,0.13042,34.43162,Malanga,SR2013,2013,F8,NOT,P3,,NK,,6.75,37,34,3.391,3.32,
154,0.13042,34.43162,Malanga,SR2013,2013,F8,NOT,P4,,NP,,6.75,35,32,3.863,3.71,
155,0.13042,34.43162,Malanga,SR2013,2013,F8,NOT,P5,,NPK,,6.75,34,34,4.351,4.67,
156,0.08994,34.42113,Lundha,SR2013,2013,F9,NOT,P1,,Control,,6.75,28,23,1.894,1.96,
157,0.08994,34.42113,Lundha,SR2013,2013,F9,NOT,P2,,PK,,6.75,31,22,0.998,0.92,
158,0.08994,34.42113,Lundha,SR2013,2013,F9,NOT,P3,,NK,,6.75,33,32,5.164,5.35,
159,0.08994,34.42113,Lundha,SR2013,2013,F9,NOT,P4,,NP,,6.75,38,40,7.2,7.1,
160,0.08994,34.42113,Lundha,SR2013,2013,F9,NOT,P5,,NPK,,6.75,36,34,5.591,5.57,
161,0.13382,34.39513,Nyabeda,SR2013,2013,F10,NOT,P1,,Control,,6.75,33,31,4.035,4.07,
162,0.13382,34.39513,Nyabeda,SR2013,2013,F10,NOT,P2,,PK,,6.75,37,35,5.946,5.45,
163,0.13382,34.39513,Nyabeda,SR2013,2013,F10,NOT,P3,,NK,,6.75,31,22,2.514,2.44,
164,0.13382,34.39513,Nyabeda,SR2013,2013,F10,NOT,P4,,NP,,6.75,36,34,4.45,4.42,
165,0.13382,34.39513,Nyabeda,SR2013,2013,F10,NOT,P5,,NPK,,6.75,31,28,3.973,3.74,
166,0.13868,34.3803,Ndere,SR2013,2013,F11,NOT,P1,,Control,,6.75,31,25,3.671,3.9,
167,0.13868,34.3803,Ndere,SR2013,2013,F11,NOT,P2,,PK,,6.75,31,29,3.798,3.84,
168,0.13868,34.3803,Ndere,SR2013,2013,F11,NOT,P3,,NK,,6.75,36,34,2.96,2.79,
169,0.13868,34.3803,Ndere,SR2013,2013,F11,NOT,P4,,NP,,6.75,32,30,4.118,4.22,
170,0.13868,34.3803,Ndere,SR2013,2013,F11,NOT,P5,,NPK,,6.75,33,29,3.547,3.65,
171,0.14723,34.38895,Malanga,SR2013,2013,F12,NOT,P1,,Control,,6.75,24,24,3.48,3.65,
172,0.14723,34.38895,Malanga,SR2013,2013,F12,NOT,P2,,PK,,6.75,33,26,2.979,2.97,
173,0.14723,34.38895,Malanga,SR2013,2013,F12,NOT,P3,,NK,,6.75,32,28,4.731,4.89,
174,0.14723,34.38895,Malanga,SR2013,2013,F12,NOT,P4,,NP,,6.75,30,30,4.958,5.24,
175,0.14723,34.38895,Malanga,SR2013,2013,F12,NOT,P5,,NPK,,6.75,30,30,6.167,6.5,
176,0.12386,34.44977,Ndere,SR2013,2013,F13,NOT,P1,,Control,,6.75,34,30,2.599,2.51,
177,0.12386,34.44977,Ndere,SR2013,2013,F13,NOT,P2,,PK,,6.75,31,27,2.039,1.99,
178,0.12386,34.44977,Ndere,SR2013,2013,F13,NOT,P3,,NK,,6.75,35,31,3.688,3.59,
179,0.12386,34.44977,Ndere,SR2013,2013,F13,NOT,P4,,NP,,6.75,36,37,3.257,3.38,
180,0.12386,34.44977,Ndere,SR2013,2013,F13,NOT,P5,,NPK,,6.75,40,39,4.755,4.43,
181,0.16945,34.44617,Bushieni,SR2013,2013,F14,NOT,P1,,Control,,6.75,33,23,1.978,1.95,
182,0.16945,34.44617,Bushieni,SR2013,2013,F14,NOT,P2,,PK,,6.75,32,29,3.426,2.99,
183,0.16945,34.44617,Bushieni,SR2013,2013,F14,NOT,P3,,NK,,6.75,33,36,5.056,4.92,
184,0.16945,34.44617,Bushieni,SR2013,2013,F14,NOT,P4,,NP,,6.75,33,31,4.921,5.03,
185,0.16945,34.44617,Bushieni,SR2013,2013,F14,NOT,P5,,NPK,,6.75,35,33,5.244,4.82,
186,0.16366,34.38787,Yiro East,SR2013,2013,F15,NOT,P1,,Control,,6.75,27,26,4.707,4.53,
187,0.16366,34.38787,Yiro East,SR2013,2013,F15,NOT,P2,,PK,,6.75,33,32,4.929,5.12,
188,0.16366,34.38787,Yiro East,SR2013,2013,F15,NOT,P3,,NK,,6.75,31,32,7.005,7.12,
189,0.16366,34.38787,Yiro East,SR2013,2013,F15,NOT,P4,,NP,,6.75,28,24,2.207,2.42,
190,0.16366,34.38787,Yiro East,SR2013,2013,F15,NOT,P5,,NPK,,6.75,21,21,4.581,4.47,
191,0.09662,34.39436,Sirembe,SR2013,2013,F16,NOT,P1,,Control,,6.75,29,25,3.307,2.93,
192,0.09662,34.39436,Sirembe,SR2013,2013,F16,NOT,P2,,PK,,6.75,30,27,2.137,2.05,
193,0.09662,34.39436,Sirembe,SR2013,2013,F16,NOT,P3,,NK,,6.75,35,27,2.783,2.71,
194,0.09662,34.39436,Sirembe,SR2013,2013,F16,NOT,P4,,NP,,6.75,29,30,3.661,3.76,
195,0.09662,34.39436,Sirembe,SR2013,2013,F16,NOT,P5,,NPK,,6.75,33,33,5.136,5.27,
196,0.09988,34.41176,Asayi,SR2013,2013,F17,NOT,P1,,Control,,6.75,33,23,1.698,1.69,
197,0.09988,34.41176,Asayi,SR2013,2013,F17,NOT,P2,,PK,,6.75,32,24,2.509,2.6,
198,0.09988,34.41176,Asayi,SR2013,2013,F17,NOT,P3,,NK,,6.75,28,18,1.226,1.03,
199,0.09988,34.41176,Asayi,SR2013,2013,F17,NOT,P4,,NP,,6.75,32,30,4.402,4.43,
200,0.09988,34.41176,Asayi,SR2013,2013,F17,NOT,P5,,NPK,,6.75,35,35,4.493,4.34,
201,0.09927,34.37138,Asayi,SR2013,2013,F18,NOT,P1,,Control,,6.75,35,29,1.585,1.4,
202,0.09927,34.37138,Asayi,SR2013,2013,F18,NOT,P2,,PK,,6.75,34,21,1.292,1.27,
203,0.09927,34.37138,Asayi,SR2013,2013,F18,NOT,P3,,NK,,6.75,32,20,1.632,1.47,
204,0.09927,34.37138,Asayi,SR2013,2013,F18,NOT,P4,,NP,,6.75,32,24,1.711,1.56,
205,0.09927,34.37138,Asayi,SR2013,2013,F18,NOT,P5,,NPK,,6.75,32,23,3.355,3.14,
206,0.12377,34.4492,Malanga,SR2013,2013,F19,NOT,P1,,Control,,6.75,29,26,2.297,2.19,
207,0.12377,34.4492,Malanga,SR2013,2013,F19,NOT,P2,,PK,,6.75,29,23,1.179,1.23,
208,0.12377,34.4492,Malanga,SR2013,2013,F19,NOT,P3,,NK,,6.75,35,33,5.051,5.35,
209,0.12377,34.4492,Malanga,SR2013,2013,F19,NOT,P4,,NP,,6.75,30,33,5.645,6.09,
210,0.12377,34.4492,Malanga,SR2013,2013,F19,NOT,P5,,NPK,,6.75,30,30,5.086,5.1,
211,0.12687,34.44784,Malanga,SR2013,2013,F20,NOT,P1,,Control,,6.75,33,11,0.183,0.19,
212,0.12687,34.44784,Malanga,SR2013,2013,F20,NOT,P2,,PK,,6.75,30,28,2.179,2.35,
213,0.12687,34.44784,Malanga,SR2013,2013,F20,NOT,P3,,NK,,6.75,28,20,2.518,2.63,
214,0.12687,34.44784,Malanga,SR2013,2013,F20,NOT,P4,,NP,,6.75,26,10,0.848,0.91,
215,0.12687,34.44784,Malanga,SR2013,2013,F20,NOT,P5,,NPK,,6.75,33,28,3.501,3.78,
216,0.09724,34.40001,Sirembe,SR2013,2013,F21,NOT,P1,,Control,,6.75,36,30,2.14,2.24,
217,0.09724,34.40001,Sirembe,SR2013,2013,F21,NOT,P2,,PK,,6.75,29,29,4.002,3.92,
218,0.09724,34.40001,Sirembe,SR2013,2013,F21,NOT,P3,,NK,,6.75,27,26,3.31,2.98,
219,0.09724,34.40001,Sirembe,SR2013,2013,F21,NOT,P4,,NP,,6.75,30,29,2.586,2.63,
220,0.09724,34.40001,Sirembe,SR2013,2013,F21,NOT,P5,,NPK,,6.75,30,30,4.072,3.82,
221,0.12297,34.3975,Nyabeda,SR2013,2013,F23,NOT,P1,,Control,,6.75,38,31,2.225,2.28,
222,0.12297,34.3975,Nyabeda,SR2013,2013,F23,NOT,P2,,PK,,6.75,27,26,2.518,2.73,
223,0.12297,34.3975,Nyabeda,SR2013,2013,F23,NOT,P3,,NK,,6.75,31,25,3.221,3.38,
224,0.12297,34.3975,Nyabeda,SR2013,2013,F23,NOT,P4,,NP,,6.75,38,34,3.025,3.17,
225,0.12297,34.3975,Nyabeda,SR2013,2013,F23,NOT,P5,,NPK,,6.75,35,28,3.213,3.31,
226,0.12297,34.3975,Malanga,SR2013,2013,F24,NOT,P1,,Control,,6.75,26,13,0.654,0.63,
227,0.12297,34.3975,Malanga,SR2013,2013,F24,NOT,P2,,PK,,6.75,30,24,2.702,2.47,
228,0.12297,34.3975,Malanga,SR2013,2013,F24,NOT,P3,,NK,,6.75,28,13,0.732,0.62,
229,0.12297,34.3975,Malanga,SR2013,2013,F24,NOT,P4,,NP,,6.75,29,10,0.488,0.51,
230,0.12297,34.3975,Malanga,SR2013,2013,F24,NOT,P5,,NPK,,6.75,30,26,3.77,3.64,
231,0.0974,34.4228,Lundha,LR2014,2014,F1,NOT,P1,,Control,,6.75,38,20,1.214,1.2,
232,0.0974,34.4228,Lundha,LR2014,2014,F1,NOT,P2,,PK,,6.75,34,23,0.943,0.92,
233,0.0974,34.4228,Lundha,LR2014,2014,F1,NOT,P3,,NK,,6.75,38,37,6.93,7.02,
234,0.0974,34.4228,Lundha,LR2014,2014,F1,NOT,P4,,NP,,6.75,37,38,6.064,6.2,
235,0.0974,34.4228,Lundha,LR2014,2014,F1,NOT,P5,,NPK,,6.75,35,36,5.579,5.72,
236,0.09003,34.38903,Sirembe,LR2014,2014,F2,NOT,P1,,Control,,6.75,12,11,0.75,0.77,
237,0.09003,34.38903,Sirembe,LR2014,2014,F2,NOT,P2,,PK,,6.75,22,21,3.386,3.25,
238,0.09003,34.38903,Sirembe,LR2014,2014,F2,NOT,P3,,NK,,6.75,32,27,5.165,5.03,
