"","Year","section","plot","Crop","Yield.t.ha","Yield.tDM.ha","Straw.t.ha","Straw.tDM.ha","N.offtake.kg.ha","P.offtake.kg.ha","K.offtake.kg.ha","Grain.N.offtake.kg.ha","Grain.P.offtake.kg.ha","Grain.K.offtake.kg.ha","Straw.N.offtake.kg.ha","Straw.P.offtake.kg.ha","Straw.K.offtake.kg.ha","Trt","Treatment","N.rate.kg.ha","P.rate.kg.ha","K.rate.kg.ha","FYM.tFM.ha","FYMN.rate.kg.ha","FYMP.rate.kg.ha","FYMK.rate.kg.ha"
"367",2008,7,6,"oats",2.03,1.7063368,0.41,0.2712929,24.737300283,5.155270418,9.682249631,24.22998256,4.845996512,5.88686196,0.507317723,0.309273906,3.795387671,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"368",2013,7,6,"oats",2.02,1.7189796,0.39,0.3363165,28.440129354,5.883764133,9.31908237,27.572432784,5.638253088,7.56351024,0.86769657,0.245511045,1.75557213,"N1PKMg","N1 (P)KMg",48,0,90,0,0,0,0
"369",1997,2,7,"oats",2.23,1.9420624,0.94,0.7735918,28.312821256,8.634256438,20.596919176,25.868271168,6.738956528,9.302478896,2.444550088,1.89529991,11.29444028,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"370",2002,2,7,"oats",4.06,3.4937112,1.89,1.4103747,33.60062958,10.721257302,30.045742251,31.513275024,9.677580024,14.009781912,2.087354556,1.043677278,16.035960339,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"371",2007,2,7,"oats",3.29,2.8758219,1.24,1.02176,34.93155505,9.257233425,27.23541282,33.07195185,7.908510225,10.92812322,1.8596032,1.3487232,16.3072896,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"372",2012,2,7,"oats",2.88,2.5104096,0.81,0.6681933,35.068860135,9.407291202,26.854257114,33.338239488,8.485184448,12.30100704,1.730620647,0.922106754,14.553250074,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"373",2017,2,7,"oats",4.24,3.6857472,1.9,1.683362,46.114807812,11.133061072,23.38834292,41.317226112,9.988374912,12.71582784,4.7975817,1.14468616,10.67251508,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"374",1996,3,7,"oats",3.07,2.7364752,1.13,0.6429135,32.559448752,8.691610725,26.610045699,31.633653312,8.2094256,13.873929264,0.92579544,0.482185125,12.736116435,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"375",2001,3,7,"oats",2.66,2.287068,1.23,0.8190078,33.843786438,9.514496076,26.33785386,31.37857296,8.18770344,9.05678928,2.465213478,1.326792636,17.28106458,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"376",2006,3,7,"oats",2.83,2.5714512,0.37,0.3142743,32.579981277,8.197203648,17.330524425,32.14314,7.945784208,12.908685024,0.436841277,0.25141944,4.421839401,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"377",2011,3,7,"oats",3.05,2.6866535,1.02,0.7519236,36.794646127,8.257487782,18.96370115,35.275760455,7.79129515,9.94061795,1.518885672,0.466192632,9.0230832,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"378",2016,3,7,"oats",2.3,2.026346,1.1,0.800569,27.21594134,7.61961977,21.10380755,24.78221158,6.36272644,9.50356274,2.43372976,1.25689333,11.60024481,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"379",1999,4,7,"oats",1.52,1.3104224,0.51,0.4247586,19.555842684,4.9268282,12.761175462,18.47695584,4.298185472,8.05909776,1.078886844,0.628642728,4.702077702,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"380",2004,4,7,"oats",3.48,2.977662,0.89,0.8197968,32.847658824,9.162905004,12.310548816,31.265451,8.60544318,8.932986,1.582207824,0.557461824,3.377562816,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"381",2009,4,7,"oats",2.83,2.3871899,0.77,0.6566945,32.45192882,7.932831933,14.453373763,31.0334687,7.328672993,8.641627438,1.41846012,0.60415894,5.811746325,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"382",2014,4,7,"oats",2.52,2.1739284,0.82,0.6328514,30.230399662,7.88797412,22.971453754,28.869769152,7.0652673,11.282688396,1.36063051,0.82270682,11.688765358,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"383",2018,4,7,"oats",2.65,2.1952335,0.92,0.5242252,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N2PKMg","N2 (P)KMg",48,0,90,0,0,0,0
"384",2000,5,7,"oats",2.42,2.1104094,1.15,0.9767985,26.908894494,8.216580465,26.517770022,25.346016894,6.85883055,11.142961632,1.5628776,1.357749915,15.37480839,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"385",2005,5,7,"oats",3.06,2.6807742,0.53,0.4845207,34.712879871,8.496144972,15.914222739,33.77775492,8.17636131,11.044789704,0.935124951,0.319783662,4.869433035,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"386",2010,5,7,"oats",2.62,2.2701776,0.96,0.6668064,29.917542784,7.66704616,20.41396664,28.37722,7.060252336,10.238500976,1.540322784,0.606793824,10.175465664,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"387",2015,5,7,"oats",2.4,2.02044,1.17,0.9296586,32.542755942,7.610128524,16.322141952,28.387182,6.364386,6.7280652,4.155573942,1.245742524,9.594076752,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"388",1998,7,7,"oats",1.79,1.5637082,0.6,0.406392,23.091475864,6.784387664,15.531156496,22.079559784,5.504252864,7.630896016,1.01191608,1.2801348,7.90026048,"N2PKMg","N2 PKMg",96,35,90,0,0,0,0
"389",2003,7,7,"oats",2.75,2.4437875,0.63,0.5881365,28.6726307,8.782937695,18.724750485,27.90805325,8.088936625,11.143671,0.76457745,0.69400107,7.581079485,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"390",2008,7,7,"oats",2.49,2.0886618,0.46,0.3167836,28.786151796,6.138997086,12.331019866,28.1969343,5.910912894,7.62361557,0.589217496,0.228084192,4.707404296,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
"391",2013,7,7,"oats",1.78,1.5511454,0.25,0.2168175,26.047707506,5.269883612,7.6200829,25.423273106,5.087756912,6.59236795,0.6244344,0.1821267,1.02771495,"N2PKMg","N2 (P)KMg",96,0,90,0,0,0,0
